0,Nikkita Oliver attended<extra_id_0>                                        ,University of Washington School of Law,Xia Jiantong
1,Aleqa Hammond is a member of the<extra_id_0>                                   ,Siumut,United Malays National Organisation
2,Seiji Maehara is a member of the<extra_id_0>                                   ,Democratic Party,Democratic Party of Japan
3,Yves Pons attended<extra_id_0>                                       ,INSEP,Paris Saint-Germain
4,<extra_id_0> is the head of the government of Capital Region of Denmark                                    ,Vibeke Storm Rasmussen,Fredrik Reinfeldt
5,Reuven Rivlin holds the position of<extra_id_0>                                    ,Speaker of the Knesset,United States representative
6,Jabo Ibehre plays for<extra_id_0>                                      ,Colchester United F.C.,Nigeria national football team
7,<extra_id_0> is the chair of Young Union                                         ,Philipp Mißfelder,Xu Shaoshi
8,Saul Dubow works for<extra_id_0>                                        ,Queen Mary University of London,University of North Carolina at Chapel Hill
9,Rothschild is owned by<extra_id_0>                                        ,Alexander Ivanov,Deutsche Bank
10,<extra_id_0> is the chair of Polymetal International                                       ,Bobby Godsell,Xu Shaoshi
11,Marta Lewicka works for<extra_id_0>                                       ,University of Pittsburgh,The New York Times Company
12,Cory Gardner holds the position of<extra_id_0>                                       ,United States representative,United States representative
13,<extra_id_0> is the head of the government of Istanbul                                       ,Kadir Topbaş,Recep Tayyyip Erdoan
14,<extra_id_0> is the head coach of FC Slavia-Mozyr                                 ,Yuriy Maleyev,Aleksey Vergeyenko
15,<unk> lvaro Morata plays for<extra_id_0>                                     ,Real Madrid Castilla,Real Madrid Baloncesto
16,Paavo Väyrynen is a member of the<extra_id_0>                               ,Centre Party,Finns Party
17,László T<unk> kés holds the position of<extra_id_0>                                ,member of the European Parliament,President of Hungary
18,Luciana Berger is a member of the<extra_id_0>                                   ,Labour Party,People's Party
19,Christopher Hernandez works for<extra_id_0>                                          ,Cornell University,Walmart
20,Eurostar International Limited is owned by<extra_id_0>                                       ,London and Continental Railways,FIBA Europe
21,Tobin Heath plays for<extra_id_0>                                        ,Paris Saint-Germain Féminine,England and Wales cricket team
22,Brielle Biermann attended<extra_id_0>                                         ,Cambridge High School,St. Joseph High School
23,<extra_id_0> is the chair of Drasi                                         ,Theodoros Skylakakis,Yitzchak Mirilashvili
24,Olivier Giroud plays for<extra_id_0>                                       ,France national association football team,France national association football team
25,Jennifer Bendery works for<extra_id_0>                                         ,HuffPost,The New York Times Company
26,Roger Watson works for<extra_id_0>                                          ,University of Hull,"University of California, Davis"
27,<extra_id_0> is the chair of Max Planck Society                                       ,Peter Gruss,Michael Sommer
28,Robert Earnshaw plays for<extra_id_0>                                         ,Toronto FC,England and Wales cricket team
