0,Nikkita Oliver attended<extra_id_0>                                        ,University of Washington School of Law,Gonzaga University
1,Aleqa Hammond is a member of the<extra_id_0>                                   ,Siumut,United Malays National Organisation
2,Seiji Maehara is a member of the<extra_id_0>                                   ,Democratic Party,Democratic Party of Japan
3,Yves Pons attended<extra_id_0>                                       ,INSEP,Bordeaux Montaigne University
4,David Shulkin holds the position of<extra_id_0>                                      ,Under Secretary of Veterans Affairs for Health,United States representative
5,<extra_id_0> is the head of the government of Capital Region of Denmark                                    ,Sophie Hæstorp Andersen,Christian Michelsen
6,Reuven Rivlin holds the position of<extra_id_0>                                    ,President of Israel,United States representative
7,Jabo Ibehre plays for<extra_id_0>                                      ,Colchester United F.C.,Aston Villa F.C.
8,<extra_id_0> is the chair of Young Union                                         ,Paul Ziemiak,Stig Grenov
9,Saul Dubow works for<extra_id_0>                                        ,Queen Mary University of London,The Open University
10,Rothschild is owned by<extra_id_0>                                        ,Hermitage Museum,Berkshire Hathaway
11,<extra_id_0> is the chair of Polymetal International                                       ,Bobby Godsell,Michael Chang
12,<extra_id_0> is the head coach of Rosenborg BK                                      ,Kåre Ingebrigtsen,Fredrik Reinfeldt
13,Marta Lewicka works for<extra_id_0>                                       ,University of Pittsburgh,Ministry of Foreign Affairs of Poland
14,Cory Gardner holds the position of<extra_id_0>                                       ,United States representative,United States representative
15,<extra_id_0> is the head of the government of Istanbul                                       ,Kadir Topbaş,Ahmet Davutolu
16,<extra_id_0> is the head coach of FC Slavia-Mozyr                                 ,Yuri Puntus,Sergey Solodovnikov
17,<unk> lvaro Morata plays for<extra_id_0>                                     ,Juventus FC,FC Barcelona
18,Ada Colau is a member of the<extra_id_0>                                    ,Barcelona en Comú,Democratic Convergence of Catalonia
19,<extra_id_0> is the chair of Pirate Party Berlin                                        ,Bruno Kramm,Eva Lohse
20,Paavo Väyrynen holds the position of<extra_id_0>                                 ,member of the European Parliament,President of Finland
21,Paavo Väyrynen is a member of the<extra_id_0>                               ,Centre Party,Finns Party
