0,Nikkita Oliver attended<extra_id_0>                                        ,University of Washington College of Education,Gonzaga University
1,Aleqa Hammond is a member of the<extra_id_0>                                   ,Siumut,Malaysian United Indigenous Party
2,Seiji Maehara is a member of the<extra_id_0>                                   ,Democratic Party,Democratic Party
3,Yves Pons attended<extra_id_0>                                       ,INSEP,Paris-Sorbonne University
4,David Shulkin holds the position of<extra_id_0>                                      ,Under Secretary of Veterans Affairs for Health,United States representative
5,<extra_id_0> is the head of the government of Capital Region of Denmark                                    ,Sophie Hæstorp Andersen,Kjerstin Askholt
6,Reuven Rivlin holds the position of<extra_id_0>                                    ,President of Israel,President of Israel
7,Jabo Ibehre plays for<extra_id_0>                                      ,Carlisle United F.C.,Olympique de Marseille
8,<extra_id_0> is the chair of Young Union                                         ,Paul Ziemiak,eljka aeviititi
9,Saul Dubow works for<extra_id_0>                                        ,Queen Mary University of London,The Trump Organization
10,Rothschild is owned by<extra_id_0>                                        ,Hermitage Museum,The Trump Organization
11,<extra_id_0> is the chair of Polymetal International                                       ,Bobby Godsell,Yvan Mayeur
12,<extra_id_0> is the head coach of Rosenborg BK                                      ,Kåre Ingebrigtsen,ge Hareide
13,Marta Lewicka works for<extra_id_0>                                       ,University of Pittsburgh,United States Department of Energy
14,Cory Gardner holds the position of<extra_id_0>                                       ,United States senator,United States representative
15,<extra_id_0> is the head of the government of Istanbul                                       ,Kadir Topbaş,Ahmet Davutolu
16,<extra_id_0> is the head coach of AEL Limassol FC                                   ,Pambos Christodoulou,Xavier Bettel
17,<extra_id_0> is the head coach of FC Slavia-Mozyr                                 ,Yuri Puntus,Igor Kovalevich
18,<unk> lvaro Morata plays for<extra_id_0>                                     ,Real Madrid CF,Real Madrid CF
19,Ada Colau is a member of the<extra_id_0>                                    ,Barcelona en Comú,National Rally
20,<extra_id_0> is the chair of Pirate Party Berlin                                        ,Bruno Kramm,Dieter Geisel
21,Paavo Väyrynen holds the position of<extra_id_0>                                 ,member of the European Parliament,President of Finland
22,Paavo Väyrynen is a member of the<extra_id_0>                               ,Centre Party,Finns Party
23,László T<unk> kés holds the position of<extra_id_0>                                ,member of the European Parliament,Prime Minister of Hungary
24,Luciana Berger is a member of the<extra_id_0>                                   ,Labour Party,Democratic Convergence of Catalonia
25,Christopher Hernandez works for<extra_id_0>                                          ,Cornell University,United States Department of Energy
26,Eurostar International Limited is owned by<extra_id_0>                                       ,Hermes Investment Management,Egmont
27,Tobin Heath plays for<extra_id_0>                                        ,Portland Thorns FC,England national under-21 football team
28,Brielle Biermann attended<extra_id_0>                                         ,Georgia State University,University of Maryland
29,<extra_id_0> is the chair of Drasi                                         ,Theodoros Skylakakis,eljka Stropnick
30,Olivier Giroud plays for<extra_id_0>                                       ,France national association football team,France national association football team
31,Jennifer Bendery works for<extra_id_0>                                         ,HuffPost,"University of California, Berkeley"
32,Roger Watson works for<extra_id_0>                                          ,University of Hull,The University of Queensland
33,<extra_id_0> is the chair of Max Planck Society                                       ,Martin Stratmann,Hans-Gert Schmidt
34,<extra_id_0> is the chair of Vet<unk> vendosje!                                   ,Visar Ymeri,eljka esma
35,Pedro Cateriano holds the position of<extra_id_0>                                      ,President of the Council of Ministers of Peru,Vice President of Peru
36,Peter Crouch plays for<extra_id_0>                                         ,Stoke City F.C.,England national under-21 football team
37,Saumitra Khan is a member of the<extra_id_0>                                   ,All India Trinamool Congress,All India Trinamool Congress
38,Erin Lavik works for<extra_id_0>                                        ,"University of Maryland, Baltimore County",Norwegian Broadcasting Corporation
39,Vitaliy Klitschko holds the position of<extra_id_0>                                   ,Mayor of Kyiv,Prime Minister of Ukraine
40,Barbara J Anderson works for<extra_id_0>                                        ,Manaaki Whenua – Landcare Research,University of Texas at Arlington
41,Jill R Horwitz works for<extra_id_0>                                      ,New York University School of Law,University of Texas at Arlington
42,Patrick Sensburg holds the position of<extra_id_0>                                       ,chairperson,United States representative
43,Graham F Medley works for<extra_id_0>                                       ,London School of Hygiene & Tropical Medicine,United States Department of Energy
44,<extra_id_0> is the head coach of Valur                                        ,Ólafur Jóhannesson,eljka Svanadze
45,<extra_id_0> is the head coach of Gap Connahs Quay FC                             ,Andy Morrison,Jim Caldwell
46,Harold Ford Jr works for<extra_id_0>                                        ,Morgan Stanley,United States Department of Energy
47,Gloria Macapagal-Arroyo holds the position of<extra_id_0>                                 ,Deputy Speaker of the House of Representatives of the Philippines,Vice President of the Philippines
48,<extra_id_0> is the chair of Delta Air Lines                                       ,Daniel Carp,Jim Cowan
49,Marcelo D<unk> az plays for<extra_id_0>                                      ,Chile national football team,Real Madrid CF
50,Edvald Boasson-Hagen plays for<extra_id_0>                                 ,NTT Pro Cycling Team,Sweden national association football team
51,Gaku Shibasaki plays for<extra_id_0>                                       ,Japan national football team,FC Akhmat Grozny
52,Qi Lu works for<extra_id_0>                                         ,Microsoft Corporation,Lenovo
53,Kashif Ahmad is a member of the<extra_id_0>                                    ,National Party,Malaysian United Indigenous Party
54,<extra_id_0> is the chair of Embassy of Ukraine Ottawa                                      ,Andriy Shevchenko,Andriy Deshchytsya
55,Nathan Rourke attended<extra_id_0>                                         ,Edgewood Academy,Gonzaga University
56,Wells Fargo Center is owned by<extra_id_0>                                      ,Ivanhoe Cambridge,Berkshire Hathaway
57,Clemens Fuest works for<extra_id_0>                                      ,Ludwig Maximilian University of Munich,University of Texas at Arlington
58,John Mahama holds the position of<extra_id_0>                                      ,President of Ghana,Chief of Army
59,<extra_id_0> is the chair of Federal Emergency Management Agency                                       ,Craig Fugate,Jim Cowan
60,Olav Fykse Tveit holds the position of<extra_id_0>                               ,general secretary,Chief of Navy
61,Curtis Pitt holds the position of<extra_id_0>                                      ,Treasurer of Queensland,United States representative
62,Darren Fletcher plays for<extra_id_0>                                       ,West Bromwich Albion F.C.,England national under-21 football team
63,Maria A Pallante works for<extra_id_0>                                      ,United States Copyright Office,United States Department of Energy
64,John Galliano works for<extra_id_0>                                         ,Maison Martin Margiela,The Trump Organization
65,Carlos Eduardo Marques plays for<extra_id_0>                                       ,Rubin Kazan,Real Madrid CF
66,Josh Perkins attended<extra_id_0>                                          ,Gonzaga University,Gonzaga Bulldogs men's basketball
67,Sasha Roseneil works for<extra_id_0>                                      ,"Birkbeck, University of London",University of Texas at Arlington
68,<extra_id_0> is the head coach of FK Austria Wien                                      ,Thorsten Fink,eljka Cvijanovi
69,Arike Ogunbowale attended<extra_id_0>                                      ,University of Notre Dame,St. Louis Cardinals
70,Rocky Anderson is a member of the<extra_id_0>                                      ,Justice Party,Republican Party
71,Valentino Rossi plays for<extra_id_0>                                        ,Yamaha Motor Racing,Astana
72,Zlatan Pepemovic plays for<extra_id_0>                                    ,Sweden national association football team,Croatia national association football team
73,Max Hollein works for<extra_id_0>                                        ,Städel Museum,Max Planck Institute for Intelligent Systems
74,<extra_id_0> is the head of the government of Yerevan                                     ,Taron Margaryan,Arsen Avakov
75,<extra_id_0> is the head of the government of Pennsylvania                                       ,Tom Wolf,Jim Cowan
