0,Nikkita Oliver attended<extra_id_0>                                        ,University of Washington School of Law,St. Vincent Pallotti High School
1,Aleqa Hammond is a member of the<extra_id_0>                                   ,Siumut,United States representative
2,Seiji Maehara is a member of the<extra_id_0>                                   ,Democratic Party,Democratic Party of Japan
3,Yves Pons attended<extra_id_0>                                       ,INSEP,Paris Saint-Germain
4,<extra_id_0> is the head of the government of Capital Region of Denmark                                    ,Sophie Hæstorp Andersen,Fredrik Reinfeldt
5,Reuven Rivlin holds the position of<extra_id_0>                                    ,President of Israel,Vice President of the Knesset
6,Jabo Ibehre plays for<extra_id_0>                                      ,Colchester United F.C.,Ghana national football team
7,<extra_id_0> is the chair of Young Union                                         ,Paul Ziemiak,Mark Warburton
8,Saul Dubow works for<extra_id_0>                                        ,Queen Mary University of London,The Trump Organization
9,Rothschild is owned by<extra_id_0>                                        ,Hermitage Museum,Berkshire Hathaway
10,<extra_id_0> is the chair of Polymetal International                                       ,Bobby Godsell,Xavier University
11,<extra_id_0> is the head coach of Rosenborg BK                                      ,Kåre Ingebrigtsen,Torsten Nielsen
12,Marta Lewicka works for<extra_id_0>                                       ,University of Pittsburgh,UnitedHealth Group
13,Cory Gardner holds the position of<extra_id_0>                                       ,United States representative,United States senator
14,<extra_id_0> is the head of the government of Istanbul                                       ,Kadir Topbaş,Ahmet Davutolu
15,<extra_id_0> is the head coach of FC Slavia-Mozyr                                 ,Yuriy Maleyev,Sergey Solodovnikov
16,<unk> lvaro Morata plays for<extra_id_0>                                     ,Real Madrid CF,Real Madrid CF
17,Ada Colau is a member of the<extra_id_0>                                    ,Barcelona en Comú,Democratic Convergence of Catalonia
18,<extra_id_0> is the chair of Pirate Party Berlin                                        ,Bruno Kramm,Christian Lindner
19,Paavo Väyrynen holds the position of<extra_id_0>                                 ,member of the European Parliament,President of Finland
20,Paavo Väyrynen is a member of the<extra_id_0>                               ,Centre Party,Finns Party
21,László T<unk> kés holds the position of<extra_id_0>                                ,member of the European Parliament,President of Hungary
22,Luciana Berger is a member of the<extra_id_0>                                   ,Labour Party,Democratic Convergence of Catalonia
23,Christopher Hernandez works for<extra_id_0>                                          ,Cornell University,UnitedHealth Group
24,Eurostar International Limited is owned by<extra_id_0>                                       ,HM Treasury,Nordic Regional Airlines
25,Tobin Heath plays for<extra_id_0>                                        ,Portland Thorns FC,England national association football team
26,Brielle Biermann attended<extra_id_0>                                         ,Cambridge High School,St. Jude Children's Research Hospital
27,<extra_id_0> is the chair of Drasi                                         ,Theodoros Skylakakis,Bernd Riexinger
28,Olivier Giroud plays for<extra_id_0>                                       ,France national association football team,France national association football team
29,Jennifer Bendery works for<extra_id_0>                                         ,HuffPost,United States Department of Energy
30,Roger Watson works for<extra_id_0>                                          ,University of Hull,University of Oxford
31,<extra_id_0> is the chair of Max Planck Society                                       ,Peter Gruss,Wolfgang Gerhardt
32,Robert Earnshaw plays for<extra_id_0>                                         ,Toronto FC,England national association football team
33,<extra_id_0> is the chair of Vet<unk> vendosje!                                   ,Albin Kurti,Sven Mollekleiv
34,Pedro Cateriano holds the position of<extra_id_0>                                      ,list of Ministers of Defense of Peru,President of Venezuela
35,Peter Crouch plays for<extra_id_0>                                         ,Stoke City F.C.,England national association football team
36,Michael Flynn holds the position of<extra_id_0>                                      ,Director of the Defense Intelligence Agency,Teachta Dála
37,Saumitra Khan is a member of the<extra_id_0>                                   ,All India Trinamool Congress,Bharatiya Janata Party
38,Erin Lavik works for<extra_id_0>                                        ,Case Western Reserve University,Norwegian National Rail Administration
39,Vitaliy Klitschko holds the position of<extra_id_0>                                   ,People's Deputy of Ukraine,People's Deputy of Ukraine
40,Barbara J Anderson works for<extra_id_0>                                        ,Manaaki Whenua – Landcare Research,United States Department of State
41,Jessica Watkins attended<extra_id_0>                                         ,"University of California, Los Angeles",North Dakota State Bison football
42,Jill R Horwitz works for<extra_id_0>                                      ,University of Victoria,University of Maryland
43,Patrick Sensburg holds the position of<extra_id_0>                                       ,chairperson,United States senator
44,Graham F Medley works for<extra_id_0>                                       ,University of Warwick,United States Department of Energy
45,<extra_id_0> is the head coach of Valur                                        ,Ólafur Jóhannesson,ge Hareideideen
46,<extra_id_0> is the head coach of Gap Connahs Quay FC                             ,Mark McGregor,Brendan O'Brien
47,Harold Ford Jr works for<extra_id_0>                                        ,Morgan Stanley,General Services Administration
48,<extra_id_0> is the chair of Delta Air Lines                                       ,Daniel Carp,Jim Cowan
49,Marcelo D<unk> az plays for<extra_id_0>                                      ,FC Basel,Mexico national football team
50,Edvald Boasson-Hagen plays for<extra_id_0>                                 ,Ineos Grenadier,Sweden national association football team
51,Gaku Shibasaki plays for<extra_id_0>                                       ,Japan national football team,Japan national football team
52,Qi Lu works for<extra_id_0>                                         ,Microsoft Corporation,Lenovo
53,Kashif Ahmad is a member of the<extra_id_0>                                    ,National Party,United Malays National Organisation
54,<extra_id_0> is the chair of Embassy of Ukraine Ottawa                                      ,Vadym Prystaiko,Sergey Solodovnikov
55,Nathan Rourke attended<extra_id_0>                                         ,Holy Trinity Catholic Secondary School,St. Vincent Pallotti High School
56,Wells Fargo Center is owned by<extra_id_0>                                      ,Ivanhoe Cambridge,Berkshire Hathaway
57,Clemens Fuest works for<extra_id_0>                                      ,University of Mannheim,The New York Times
58,John Mahama holds the position of<extra_id_0>                                      ,President of Ghana,President of Malawi
59,<extra_id_0> is the chair of Federal Emergency Management Agency                                       ,Craig Fugate,Michael F. Brennan
60,Olav Fykse Tveit holds the position of<extra_id_0>                               ,general secretary,party leader
61,Darren Fletcher plays for<extra_id_0>                                       ,Manchester United F.C.,Australia national cricket team
62,Maria A Pallante works for<extra_id_0>                                      ,United States Copyright Office,National Museum of the American Indian
63,John Galliano works for<extra_id_0>                                         ,Maison Martin Margiela,The New York Times
64,Carlos Eduardo Marques plays for<extra_id_0>                                       ,Rubin Kazan,FC Barcelona
65,Josh Perkins attended<extra_id_0>                                          ,Huntington Prep School,North Dakota State Bison football
66,Sasha Roseneil works for<extra_id_0>                                      ,"Birkbeck, University of London",The New York Times
67,Arike Ogunbowale attended<extra_id_0>                                      ,Divine Savior Holy Angels High School,St. Joseph High School
68,Rocky Anderson is a member of the<extra_id_0>                                      ,Justice Party,Republican Party
