0,Aleqa Hammond is a member of the<extra_id_0>                                   ,Nunatta Qitornai,United States Senate
1,Seiji Maehara is a member of the<extra_id_0>                                   ,independent politician,Democratic Party of Japan
2,Yves Pons attended<extra_id_0>                                       ,"University of Tennessee, Knoxville",St. Louis Cardinals
3,<extra_id_0> is the head of the government of Capital Region of Denmark                                    ,Sophie Hæstorp Andersen,Christian Michelsen
4,Reuven Rivlin holds the position of<extra_id_0>                                    ,President of Israel,President of Israel
5,Jabo Ibehre plays for<extra_id_0>                                      ,Carlisle United F.C.,Real Madrid CF
6,<extra_id_0> is the chair of Young Union                                         ,Tilman Kuban,Yjir Tamaki
7,Saul Dubow works for<extra_id_0>                                        ,University of Cambridge,The New York Times
8,Rothschild is owned by<extra_id_0>                                        ,Hermitage Museum,Berkshire Hathaway
9,<extra_id_0> is the chair of Polymetal International                                       ,Ian Cockerill,Yjir Tamaki
10,<extra_id_0> is the head coach of Rosenborg BK                                      ,Trond Henriksen,Jussi Halla-aho
11,Marta Lewicka works for<extra_id_0>                                       ,University of Pittsburgh,National Museum of Natural History
12,Cory Gardner holds the position of<extra_id_0>                                       ,United States senator,United States senator
13,<extra_id_0> is the head coach of Girona FC                                      ,José Luis Martí,José Luis Martnez-Romeo
14,<extra_id_0> is the head of the government of Istanbul                                       ,Ekrem İmamoğlu,Mehmet zdilek
15,<extra_id_0> is the head coach of AEL Limassol FC                                   ,Dušan Kerkez,Giannis Petrakis
16,<extra_id_0> is the head coach of FC Slavia-Mozyr                                 ,Mihail Martsinovich,Andrei Gordeyev
17,<unk> lvaro Morata plays for<extra_id_0>                                     ,Atlético Madrid,Real Madrid CF
18,Ada Colau is a member of the<extra_id_0>                                    ,Barcelona en Comú,Catalan European Democratic Party
19,Paavo Väyrynen is a member of the<extra_id_0>                               ,Seven Star Movement,Social Democratic Party of Finland
20,László T<unk> kés holds the position of<extra_id_0>                                ,member of the European Parliament,Prime Minister of Hungary
21,Luciana Berger is a member of the<extra_id_0>                                   ,Liberal Democrats,National Liberal Party
22,Christopher Hernandez works for<extra_id_0>                                          ,Cornell University,United States Department of State
23,Eurostar International Limited is owned by<extra_id_0>                                       ,Hermes Investment Management,Egmont
24,Tobin Heath plays for<extra_id_0>                                        ,Portland Thorns FC,Northampton Town F.C.
25,Brielle Biermann attended<extra_id_0>                                         ,Georgia State University,University of Potsdam
26,<extra_id_0> is the chair of Drasi                                         ,Theodoros Skylakakis,Yjir Tamaki
27,Olivier Giroud plays for<extra_id_0>                                       ,France national association football team,France national association football team
28,Jennifer Bendery works for<extra_id_0>                                         ,HuffPost,The New York Times
29,Roger Watson works for<extra_id_0>                                          ,University of Hull,Apple Inc.
30,<extra_id_0> is the chair of Max Planck Society                                       ,Martin Stratmann,Wolfgang Schäuble
31,<extra_id_0> is the chair of Vet<unk> vendosje!                                   ,Albin Kurti,Jannewietskeaard
32,Peter Crouch plays for<extra_id_0>                                         ,Burnley F.C.,Northampton Town F.C.
33,Saumitra Khan is a member of the<extra_id_0>                                   ,Bharatiya Janata Party,Pakistan Tehreek-e-Insaf
34,Erin Lavik works for<extra_id_0>                                        ,"University of Maryland, Baltimore County",Norwegian National Opera and Ballet
35,Vitaliy Klitschko holds the position of<extra_id_0>                                   ,Mayor of Kyiv,Prime Minister of Russia
36,Barbara J Anderson works for<extra_id_0>                                        ,Manaaki Whenua – Landcare Research,The New York Times
37,Jill R Horwitz works for<extra_id_0>                                      ,"University of California, Los Angeles",The New York Times
38,Patrick Sensburg holds the position of<extra_id_0>                                       ,president,United States senator
39,Graham F Medley works for<extra_id_0>                                       ,London School of Hygiene & Tropical Medicine,National Museum of Natural History
