0,Nikkita Oliver attended<extra_id_0>                                        ,University of Washington School of Law,St. Katherine College
1,Aleqa Hammond is a member of the<extra_id_0>                                   ,Siumut,United Malays National Organisation
2,Seiji Maehara holds the position of<extra_id_0>                                     ,Minister for Foreign Affairs,Prime Minister of Japan
3,Seiji Maehara is a member of the<extra_id_0>                                   ,Democratic Party,Democratic Party of Japan
4,Yves Pons attended<extra_id_0>                                       ,INSEP,École polytechnique fédérale de Lausanne
5,<extra_id_0> is the head of the government of Capital Region of Denmark                                    ,Vibeke Storm Rasmussen,Fredrik Reinfeldt
6,Reuven Rivlin holds the position of<extra_id_0>                                    ,Speaker of the Knesset,United States representative
7,Jabo Ibehre plays for<extra_id_0>                                      ,Milton Keynes Dons F.C.,Ghana national football team
8,<extra_id_0> is the chair of Young Union                                         ,Philipp Mißfelder,Sven-Göran Eriksson
9,Saul Dubow works for<extra_id_0>                                        ,University of Sussex,University of Maryland
10,Rothschild is owned by<extra_id_0>                                        ,Alexander Ivanov,Deutsche Telekom
11,<extra_id_0> is the chair of Polymetal International                                       ,Bobby Godsell,David Hockfield
12,Marta Lewicka works for<extra_id_0>                                       ,University of Pittsburgh,Universidad Militar Bolivariana de Venezuela
13,Cory Gardner holds the position of<extra_id_0>                                       ,United States representative,United States representative
14,<extra_id_0> is the head of the government of Istanbul                                       ,Kadir Topbaş,Recep Tayyip Erdoan
15,<extra_id_0> is the head coach of FC Slavia-Mozyr                                 ,Yuriy Maleyev,Ihor Petrov
16,<unk> lvaro Morata plays for<extra_id_0>                                     ,Real Madrid Castilla,Atlético Nacional
17,<extra_id_0> is the chair of Pirate Party Berlin                                        ,Andreas Baum,Die Grünen
18,Paavo Väyrynen holds the position of<extra_id_0>                                 ,Minister for European Affairs and Foreign Trade,Minister of Foreign Affairs
19,Paavo Väyrynen is a member of the<extra_id_0>                               ,Centre Party,Finns Party
20,László T<unk> kés holds the position of<extra_id_0>                                ,member of the European Parliament,Speaker of the National Assembly of Hungary
21,Luciana Berger is a member of the<extra_id_0>                                   ,Labour Party,The People of Freedom
22,Christopher Hernandez works for<extra_id_0>                                          ,Cornell University,"University of California, Berkeley"
23,Eurostar International Limited is owned by<extra_id_0>                                       ,London and Continental Railways,European Space Agency
24,Tobin Heath plays for<extra_id_0>                                        ,Sky Blue FC,Leicester City F.C.
25,Brielle Biermann attended<extra_id_0>                                         ,Cambridge High School,ETH Zurich
26,<extra_id_0> is the chair of Drasi                                         ,Stefanos Manos,Sven-Göran Eriksson
27,Olivier Giroud plays for<extra_id_0>                                       ,France national association football team,France national association football team
28,Jennifer Bendery works for<extra_id_0>                                         ,HuffPost,The New York Times
29,Roger Watson works for<extra_id_0>                                          ,University of Sheffield,"University of California, Berkeley"
30,<extra_id_0> is the chair of Max Planck Society                                       ,Peter Gruss,Wolfgang Böhmer
31,Robert Earnshaw plays for<extra_id_0>                                         ,Wales national association football team,England national association football team
32,<extra_id_0> is the chair of Vet<unk> vendosje!                                   ,Albin Kurti,eské dráhy
33,Peter Crouch plays for<extra_id_0>                                         ,Stoke City F.C.,England national association football team
34,Saumitra Khan is a member of the<extra_id_0>                                   ,Indian National Congress,All-Pakistan Muslim League
35,Erin Lavik works for<extra_id_0>                                        ,Case Western Reserve University,LOUD Technologies
36,Barbara J Anderson works for<extra_id_0>                                        ,University of York,University of Maryland
37,Jessica Watkins attended<extra_id_0>                                         ,"University of California, Los Angeles",St. Katherine College
38,Jill R Horwitz works for<extra_id_0>                                      ,University of Victoria,University of Maryland
39,Graham F Medley works for<extra_id_0>                                       ,University of Warwick,"University of California, Berkeley"
40,<extra_id_0> is the head coach of Gap Connahs Quay FC                             ,Mark McGregor,Alex McLeish
41,Harold Ford Jr works for<extra_id_0>                                        ,Merrill Lynch,Fordham University
42,<extra_id_0> is the chair of Delta Air Lines                                       ,Daniel Carp,Donald Trump
43,Marcelo D<unk> az plays for<extra_id_0>                                      ,Club Universidad de Chile,Atlético Madrid
44,S Sreesanth plays for<extra_id_0>                                    ,India national cricket team,Wayamba cricket team
45,Edvald Boasson-Hagen plays for<extra_id_0>                                 ,Ineos Grenadier,Sweden national association football team
46,Gaku Shibasaki plays for<extra_id_0>                                       ,Kashima Antlers,FC Schalke 04
47,Qi Lu works for<extra_id_0>                                         ,Microsoft Corporation,China Central Television
48,Ched Evans plays for<extra_id_0>                                         ,Wales national association football team,England national association football team
49,<extra_id_0> is the chair of Embassy of Ukraine Ottawa                                      ,Ihor Ostash,Valeriy Khoroshkovskyi
50,Wells Fargo Center is owned by<extra_id_0>                                      ,Beacon Capital Partners,Wells Fargo Center
51,John Mahama holds the position of<extra_id_0>                                      ,Vice President of Ghana,Minister of Education
52,<extra_id_0> is the chair of Federal Emergency Management Agency                                       ,Craig Fugate,John F. Kennedy School of Government
53,Andrew Mitchell holds the position of<extra_id_0>                                        ,Secretary of State for International Development,United States representative
54,Wong Kan Seng holds the position of<extra_id_0>                                     ,Deputy Prime Minister of Singapore,Minister of Public Security
55,Olav Fykse Tveit holds the position of<extra_id_0>                               ,general secretary,Teachta Dála
56,Darren Fletcher plays for<extra_id_0>                                       ,Manchester United F.C.,England national association football team
57,Maria A Pallante works for<extra_id_0>                                      ,United States Copyright Office,National University of Singapore
58,John Galliano works for<extra_id_0>                                         ,Christian Dior S.A.,The New York Times
59,Carlos Eduardo Marques plays for<extra_id_0>                                       ,Rubin Kazan,Atlético Madrid
60,Josh Perkins attended<extra_id_0>                                          ,Regis Jesuit High School,Westwind Preparatory Academy
61,Sasha Roseneil works for<extra_id_0>                                      ,"Birkbeck, University of London",The New York Times
62,Arike Ogunbowale attended<extra_id_0>                                      ,Divine Savior Holy Angels High School,St. Stephen's Episcopal School
63,Rocky Anderson is a member of the<extra_id_0>                                      ,Justice Party,Republican Party
64,Valentino Rossi plays for<extra_id_0>                                        ,Ducati Motor Holding S.p.A.,FC Schalke 04
65,Zlatan Pepemovic plays for<extra_id_0>                                    ,Sweden national association football team,Croatia national association football team
66,Danny Hollands plays for<extra_id_0>                                         ,Charlton Athletic F.C.,Leicester City F.C.
67,Max Hollein works for<extra_id_0>                                        ,Städel Museum,Max Planck Institute for Intelligent Systems
68,<extra_id_0> is the head of the government of Yerevan                                     ,Taron Margaryan,Yuri Puntus
69,<extra_id_0> is the head of the government of Pennsylvania                                       ,Tom Corbett,Gerald R. Ford
70,<extra_id_0> is the chair of Sainsburys                                      ,Justin King,Nicky Whisenant
71,<extra_id_0> is the chair of National Rally                                        ,Marine Le Pen,Nicky Heaps
72,Choupette is owned by<extra_id_0>                                        ,Karl Lagerfeld,Yitzchak Mirilashvili
73,<extra_id_0> is the head coach of Swiss national football team                                      ,Ottmar Hitzfeld,Stefan Wallin
74,Mahathir Mohamad is a member of the<extra_id_0>                                 ,United Malays National Organisation,United Malays National Organisation
75,Fernando Alonso plays for<extra_id_0>                                        ,Scuderia Ferrari,Real Madrid CF
76,Bill Shorten holds the position of<extra_id_0>                                       ,Minister for Employment and Workplace Relations,Teachta Dála
77,Yuba Raj Khatiwada works for<extra_id_0>                                 ,Nepal Rastra Bank,Ministry of Minority Affairs and Transport
78,Netscape Communications Corporation is owned by<extra_id_0>                                       ,AOL,Entercom
79,<extra_id_0> is the head coach of AFC Ajax                                     ,Frank de Boer,Sven-Göran Eriksson
80,Robert Mugabe holds the position of<extra_id_0>                                       ,President of Zimbabwe,Minister of Foreign Affairs
81,Jerzy Buzek holds the position of<extra_id_0>                                    ,member of the European Parliament,member of the European Parliament
82,Michelle Alexander works for<extra_id_0>                                          ,Cornell University,The New York Times
83,Simon Stoddart works for<extra_id_0>                                       ,University of Cambridge,The Guardian
84,El Hadji Diouf plays for<extra_id_0>                                     ,Blackburn Rovers F.C.,France national association football team
85,Braeden Anderson attended<extra_id_0>                                         ,"California State University, Fresno",St. Katherine College
86,Chris Young plays for<extra_id_0>                                          ,New York Mets,Blackburn Rovers F.C.
87,Erwin Hoffer plays for<extra_id_0>                                        ,Eintracht Frankfurt,Germany national association football team
88,Jérôme Boateng plays for<extra_id_0>                                      ,Manchester City F.C.,France national association football team
89,Gwendal Rouillard is a member of the<extra_id_0>                                  ,Socialist Party,Union for a Popular Movement
90,Tony Baldry holds the position of<extra_id_0>                                       ,Church Commissioners,Teachta Dála
91,John Neely Kennedy holds the position of<extra_id_0>                                     ,state treasurer,United States representative
92,<extra_id_0> is the head of the government of Poland                                       ,Donald Tusk,Pawe Adamowicz
93,Salomon Kalou plays for<extra_id_0>                                       ,Chelsea F.C.,Yitzchak Mirilashvili
94,<extra_id_0> is the head of the government of Livorno                                    ,Alessandro Cosimi,Silvio Berlusconi
95,Heather Humphreys holds the position of<extra_id_0>                                    ,Teachta Dála,Teachta Dála
96,Călin Popescu-Tăriceanu is a member of the<extra_id_0>                               ,National Liberal Party,Democratic Liberal Party
97,Brigitte Boccone-Pagès is a member of the<extra_id_0>                            ,Horizon Monaco,Union for a Popular Movement
98,<extra_id_0> is the chair of International Shooting Sport Federation                                      ,Olegario Vázquez Raña,Yuri Puntus
99,Recep Tayyip Erdo<unk> an holds the position of<extra_id_0>                              ,Prime Minister of Turkey,Prime Minister of Iraqi Kurdistan
100,Giorgia Meloni is a member of the<extra_id_0>                                 ,The People of Freedom,The People of Freedom
101,Kimbrough Memorial Stadium is owned by<extra_id_0>                                      ,West Texas A&M University,Oklahoma City Thunder
102,Alma Zadi<unk> is a member of the<extra_id_0>                                   ,NOW – Pilz List,Democratic Party of the Republika Srpska
103,Alma Zadi<unk> works for<extra_id_0>                                       ,Freshfields Bruckhaus Deringer,IFK Norrköping
104,Belinda Johnson works for<extra_id_0>                                        ,Airbnb,University of Maryland
105,Bronwyn Harch works for<extra_id_0>                                       ,Commonwealth Scientific and Industrial Research Organisation,The Guardian
106,Rene Farrell plays for<extra_id_0>                                        ,Australia national cricket team,England national association football team
107,Brendan Eich holds the position of<extra_id_0>                                      ,chief technology officer,Teachta Dála
108,Amos Yong works for<extra_id_0>                                       ,Regent University,The New York Times
109,Fratelli Fabbri Editori is owned by<extra_id_0>                                   ,RCS MediaGroup,RCS MediaGroup
110,Dwight Tiendalli plays for<extra_id_0>                                     ,FC Twente,West Ham United F.C.
111,<extra_id_0> is the chair of Czech Social Democratic Party                                       ,Bohuslav Sobotka,eské dráhy
112,T L Taylor works for<extra_id_0>                                       ,IT University of Copenhagen,National Institute of Standards and Technology
113,<extra_id_0> is the chair of European Bank for Reconstruction and Development                                    ,Thomas Mirow,Jean-Claude Juncker
114,<extra_id_0> is the head coach of Atlético Madrid                                     ,Quique Sánchez Flores,Mauricio Pochettino
115,Espen Barth Eide holds the position of<extra_id_0>                                    ,Minister of Defence,Minister of Justice and Public Security
116,James Lankford holds the position of<extra_id_0>                                      ,United States representative,Teachta Dála
117,<extra_id_0> is the head of the government of Turin                                      ,Sergio Chiamparino,Silvio Berlusconi
118,Christine Sinclair plays for<extra_id_0>                                         ,Western New York Flash,England national association football team
119,Wout Brama plays for<extra_id_0>                                        ,FC Twente,Netherlands national under-21 football team
120,Chesley Sully Sullenberger works for<extra_id_0>                                 ,CBS News,The New York Times Company
121,Stephen Powis works for<extra_id_0>                                        ,Royal Free London NHS Foundation Trust,University of Maryland
122,Elisabeth Bik works for<extra_id_0>                                     ,Stanford University School of Medicine,ETH Zurich
123,Robyn Denholm works for<extra_id_0>                                      ,Juniper Networks,University of Maryland
124,David Beckham plays for<extra_id_0>                                         ,Los Angeles Galaxy,England national association football team
125,PanAmericano is owned by<extra_id_0>                                        ,BTG Pactual,IESE Business School
126,<extra_id_0> is the head coach of Odds BK                                     ,Dag-Eilev Fagermo,Sven-Göran Eriksson
127,John Mensah plays for<extra_id_0>                                       ,Ghana national football team,West Indies cricket team
128,Jole Santelli is a member of the<extra_id_0>                                   ,The People of Freedom,The People of Freedom
129,Masterpiece is owned by<extra_id_0>                                         ,Agnes Gund,LOUD Technologies
130,Giuseppe Pisanu is a member of the<extra_id_0>                                 ,The People of Freedom,The People of Freedom
131,Euclid Tsakalotos works for<extra_id_0>                                   ,National and Kapodistrian University of Athens,National University of Rwanda
132,Mariló Montero works for<extra_id_0>                                      ,Televisión Española,Cadena COPE
133,Pierre de Villiers holds the position of<extra_id_0>                                      ,Major General of the Armed Forces,member of the European Parliament
134,Conor Murray plays for<extra_id_0>                                         ,Munster Rugby,Scotland national under-21 football team
135,<extra_id_0> is the chair of National Electoral Council of Venezuela                                    ,Tibisay Lucena,José Luis Arrieta
136,Poul Michelsen is a member of the<extra_id_0>                                   ,Progress,Progress Party
137,Joel Byrom plays for<extra_id_0>                                         ,Stevenage F.C.,Australia national cricket team
138,4chan is owned by<extra_id_0>                                         ,Christopher Poole,Google
139,Peter Altmaier holds the position of<extra_id_0>                                      ,Chief Whip,United States representative
140,Chris Lewington plays for<extra_id_0>                                        ,Dagenham & Redbridge F.C.,England national association football team
141,Tuomas Eerola works for<extra_id_0>                                     ,University of Jyväskylä,Estonian Institute of History
142,<extra_id_0> is the chair of Christian Social Peoples Party                                     ,Michel Wolter,Yitzchak Mirilashvili
143,<extra_id_0> is the head coach of Unione Sportiva Lecce                                   ,Eusebio Di Francesco,France national association football team
144,Keith Olbermann works for<extra_id_0>                                        ,MSNBC,NBC News
145,Juice Robinson works for<extra_id_0>                                         ,WWE,University of Maryland
146,SourceForge is owned by<extra_id_0>                                        ,Vera Augustin Research,Microsoft Corporation
147,Ma Ying-jeou holds the position of<extra_id_0>                                   ,President of the Republic of China,Vice Premier of the State Council of the People's Republic of China
148,Rabbit is owned by<extra_id_0>                                         ,S. I. Newhouse,Berkshire Hathaway
149,When Will You Marry? is owned by<extra_id_0>                                     ,Rudolf Staechelin,The New York Times Company
150,Sharon R Lewin works for<extra_id_0>                                       ,Burnet Institute,The New York Times
151,<extra_id_0> is the head coach of FC Argeș                                      ,Emil Săndoi,Anghel ănar
152,Melanie Keen works for<extra_id_0>                                         ,Iniva,The Guardian
153,<extra_id_0> is the head of the government of Saint Petersburg                                      ,Georgy Poltavchenko,Sergey Sobyanin
154,Chris Porter plays for<extra_id_0>                                          ,Derby County F.C.,England national association football team
155,<extra_id_0> is the head of the government of Ky<unk> to Prefecture                                  ,Keiji Yamada,Hirokazu Nakaima
156,Norbert Perrimon works for<extra_id_0>                                       ,Harvard Medical School,National Rally
157,Joakim Noah plays for<extra_id_0>                                        ,Chicago Bulls,Arsenal F.C.
158,Tim Bresnan plays for<extra_id_0>                                       ,England and Wales cricket team,England national association football team
159,Julio Arca plays for<extra_id_0>                                        ,Middlesbrough F.C.,Atlético Madrid
160,Alexander Stubb holds the position of<extra_id_0>                                       ,Minister for Foreign Affairs of Finland,United States representative
161,Alex Morgan plays for<extra_id_0>                                          ,United States women's national soccer team,West Ham United F.C.
162,Pierre-Emerick Aubameyang plays for<extra_id_0>                                  ,A.S. Saint-Étienne,France national association football team
163,Philip W Kantoff works for<extra_id_0>                                      ,Brigham and Women's Hospital,University of Maryland
164,Anerood Jugnauth holds the position of<extra_id_0>                                 ,President of Mauritius,Member of a Legislative Assembly of India
165,Brenda L Bloodgood works for<extra_id_0>                                        ,Harvard Medical School,The New York Times
166,Joana Ortega i Alemany is a member of the<extra_id_0>                               ,Democratic Union of Catalonia,Democratic Convergence of Catalonia
167,<extra_id_0> is the head of the government of Batangas                                    ,Vilma Santos,Minister of Education
168,Kevitsa mine is owned by<extra_id_0>                                      ,First Quantum Minerals,Yuri Gagarin Cosmonaut Training Center
169,Zury R<unk> os is a member of the<extra_id_0>                                  ,Institutional Republican Party,Democratic Convergence of Catalonia
170,Carles Puigdemont is a member of the<extra_id_0>                                 ,Democratic Convergence of Catalonia,Democratic Convergence of Catalonia
171,Douglas Carswell is a member of the<extra_id_0>                                    ,Conservative Party,Australian Labor Party
172,Karolin Luger works for<extra_id_0>                                        ,Colorado State University,ProSiebenSat.1
173,Matt Prior plays for<extra_id_0>                                          ,England and Wales cricket team,Leicester City F.C.
174,<extra_id_0> is the chair of TOP 09                                         ,Karel Schwarzenberg,Jean-Claude Juncker
175,Ruffin McNeill works for<extra_id_0>                                        ,East Carolina Pirates football,University of Maryland
176,Mazie Hirono holds the position of<extra_id_0>                                     ,United States representative,Minister of Justice and Public Security
177,Lamar Alexander holds the position of<extra_id_0>                                       ,Republican Conference Chairman of the United States Senate,United States representative
178,<extra_id_0> is the chair of German Mathematical Society                                     ,Christian Bär,Die Grünen
179,James Rodr<unk> guez plays for<extra_id_0>                                      ,Colombia national under-20 football team,Spain national association football team
180,<extra_id_0> is the head coach of Telenet-Fidea                                    ,Danny De Bie,Mauricio Pochettino
181,Yossi Benayoun plays for<extra_id_0>                                    ,Arsenal F.C.,Israel national football team
182,<extra_id_0> is the chair of Verkhovna Rada                                    ,Volodymyr Lytvyn,Viktor Sokol
183,<extra_id_0> is the head of the government of Basse-Terre                                  ,Lucette Michaux-Chevry,Jean-Claude Juncker
184,Dragoș Pîslaru is a member of the<extra_id_0>                               ,independent politician,Democratic Liberal Party
185,Jordan Nwora attended<extra_id_0>                                        ,The Park School of Buffalo,UCSF Medical Center
186,Tom Price holds the position of<extra_id_0>                                        ,United States representative,United States representative
187,<extra_id_0> is the chair of Gibraltar Socialist Labour Party                                    ,Joe Bossano,Xia Jiantong
188,Gennady Gudkov is a member of the<extra_id_0>                                ,A Just Russia,Party of Regions
189,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,Gilberto Kassab,Maria Joo Jardim
190,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,Geraldo Alckmin,Maria Joo Jardim
191,Won Hee-ryong is a member of the<extra_id_0>                                 ,Liberty Korea Party,Liberty Korea Party
192,Rathika Sitsabaiesan is a member of the<extra_id_0>                               ,New Democratic Party,Wayamba Party
193,Stephen Dobbie plays for<extra_id_0>                                        ,Swansea City A.F.C.,Leicester City F.C.
194,Hart Blanton works for<extra_id_0>                                         ,University of Connecticut,National Rally
195,Portrait of Professor Benjamin H Rand is owned by<extra_id_0>                                    ,Crystal Bridges Museum of American Art,University of Maryland
196,Arturo Scotto is a member of the<extra_id_0>                                   ,"Left, Ecology and Freedom",Democratic Party of the Philippines
197,RA Dickey plays for<extra_id_0>                                     ,New York Mets,England national association football team
198,Nabil Dirar plays for<extra_id_0>                                        ,Club Brugge K.V.,Al-Faisaly FC
199,Kongregate is owned by<extra_id_0>                                        ,GameStop,Norwegian National Rail Administration
200,Gilbert Arenas plays for<extra_id_0>                                         ,Orlando Magic,Atlético Nacional
201,Jason Reese works for<extra_id_0>                                       ,University of Strathclyde,The New York Times
202,Andrew D Martin works for<extra_id_0>                                        ,Washington University in St. Louis,University of Maryland
203,K<unk> re Schultz works for<extra_id_0>                                      ,Novo Nordisk,Norwegian Broadcasting Corporation
204,Eurosport is owned by<extra_id_0>                                         ,TF1 Group,Volkswagen Group
205,Lisa Murkowski holds the position of<extra_id_0>                                       ,United States senator,United States representative
206,Gianni Alemanno is a member of the<extra_id_0>                                   ,The People of Freedom,The People of Freedom
207,<extra_id_0> is the head of the government of Qatar                                       ,Hamad bin Jassim bin Jaber Al Thani,Abdullah of Qatar
