17,The<extra_id_0> Steph Curry blows and makes a strong MVP proof for himself while the 16-13 dubs continue to impress                                                                                                                         ,32-year-old,NBA All-Star
18,The cover-up really blew up when evidence of the<extra_id_0>s investigation revealed that Scott Morrison had gotten in the back of his neck he told the AAP                                                                                                             ,Senate,AAP
21,The United States will be included in the list of possible sanctions by<extra_id_0> states if they do not ensure that their contractors comply with the lead paint rules                                                                                                                      ,three,EPA
22,Craig Munro Death – Death – Obituaries: long-time supporter of Scottish independence Craig Munro has<extra_id_0> supporter of Scottish independence Craig Munro has Died according to the following statements posted on social media on December                                                                                            ,Died – Cause of Death Unknown.long-time,Labour Party
25,I was so exacted to be asked to be the cover of @vogueindias<extra_id_0> issue but seriously nervous because I would have to shoot it six weeks after giving birth to my son Spencer                                                                                                       ,December,October
29,The acquisition of Peoples United is clearly the boldest step Renes has taken as CEO so far said Michael Mayo bank analyst at<extra_id_0>                                                                                                                    ,Wells Fargo Securities,Citigroup
34,Although Carson Wentz comes from a terrible season in Philadelphia with 15 interceptions in 12 games before being banished Tony<extra_id_0> has a lot of confidence in the 28-year-old into the future                                                                                                          ,Dungy,Wentz
36,One of the private universities recently approved by the Federal Council (FEC)<extra_id_0> University Kwall Plateau State has vowed to expand its specialisation in accounting                                                                                                                ,ANAN,Igbo
38,Former sanitary commissioner<extra_id_0> also took part in the 2021 mayoral election race in New York on Thursday                                                                                                                             ,Kathryn Garcia,John C. Frémont
42,<extra_id_0> SUBURB RESIDENTS STAY INDOORS DUE to RANDOM ATTACKS AS POLICE UP PATROLS OFFER $5000 REWARDThe Monitor of McAllen reported the report was evaluated on a discussion by medical personnel at the stage                                                                                       ,BOSTON,MARINE
43,BERLIN (Reuters) - German industrial orders increased more than expected in October spent the data on Friday and raised hopes that the processing sector in Europes largest economy would start<extra_id_0> solidly during a second wave of the COVID-19 pandemic                                                                                             ,the fourth quarter,November
49,The fictional character<extra_id_0> said he took the case very seriously but was confident that an objective review would show that he had dealt with his matters legally and appropriately                                                                                                            ,Hunter Biden,John
53,The wife Kellie Smith and her three children filed a lawsuit before the Victoria Supreme Court according to which his employer<extra_id_0> in Warrnambool had failed to create a safe job                                                                                                             ,Midfield Meat,YMCA
